A|A1|44
S|UGLUK|048690278|0055945000|KURUL|048849722|0055680833|303|304|1417
S|KURUL|048849722|0055680833|AGMAN|049161667|0055155556|303|303|2789
S|AGMAN|049161667|0055155556|GERLI|049892778|0053881667|303|303|6622
S|GERLI|049892778|0053881667|EDAKO|050688889|0052419445|302|302|7364
S|EDAKO|050688889|0052419445|URL|051145833|0051540833|300|0|4308

A|A109|3
S|ARK|050318056|0067021944|LATKO|052418889|0066740833|0|346|12649
S|LATKO|052418889|0066740833|BAVAG|053305278|0066876389|344|355|5341
S|BAVAG|053305278|0066876389|BEBLU|054775000|0066841667|354|0|8819

A|A109|3
S|BEBLU|054775000|0066841667|BAVAG|053305278|0066876389|0|167|8819
S|BAVAG|053305278|0066876389|LATKO|052418889|0066740833|168|174|5341
S|LATKO|052418889|0066740833|ARK|050318056|0067021944|175|0|12649

A|A11|3
S|DN|051097508|-0100060853|QD|053978611|-0101080833|0|340|17682
S|QD|053978611|-0101080833|FO|054675264|-0101669253|339|326|4659
S|FO|054675264|-0101669253|YL|056830834|-0101070278|324|0|13090

A|A11|3
S|YL|056830834|-0101070278|FO|054675264|-0101669253|0|181|13090
S|FO|054675264|-0101669253|QD|053978611|-0101080833|180|144|4659
S|QD|053978611|-0101080833|DN|051097508|-0100060853|146|0|17682

A|A110|19
S|KTU|053350278|0069618056|ADLON|053024722|0070679722|0|104|4288
S|ADLON|053024722|0070679722|AMOLA|052648056|0071934445|107|105|5078
S|AMOLA|052648056|0071934445|ABELI|051590000|0075220000|107|106|13666
S|ABELI|051590000|0075220000|APTOK|050509722|0075161111|110|173|6485
S|APTOK|050509722|0075161111|BODNU|050396111|0075155000|174|174|682
S|BODNU|050396111|0075155000|EKTAB|049765278|0075121667|174|174|3787
S|EKTAB|049765278|0075121667|DIMUT|049307778|0075098333|174|174|2747
S|DIMUT|049307778|0075098333|IRGIT|048872222|0075076667|174|174|2615
S|IRGIT|048872222|0075076667|TOKNA|048423611|0075054444|174|174|2693
S|TOKNA|048423611|0075054444|DONUR|047506111|0075010556|175|175|5508
S|DONUR|047506111|0075010556|BLH|046881111|0074981389|175|175|3752
S|BLH|046881111|0074981389|LASDO|046411945|0075947500|175|118|4874
S|LASDO|046411945|0075947500|EROMI|046209444|0076354722|119|119|2080
S|EROMI|046209444|0076354722|UDEKA|045881111|0077001667|120|120|3338
S|UDEKA|045881111|0077001667|AKIRA|045723056|0077308056|121|121|1594
S|AKIRA|045723056|0077308056|KONAT|045465000|0077801389|121|121|2586
S|KONAT|045465000|0077801389|UAAT|045121667|0078443333|121|121|3404
S|UAAT|045121667|0078443333|BESIR|044316945|0078205556|122|187|4934
S|BESIR|044316945|0078205556|DOTAL|044129167|0078151111|187|0|1151

A|A110|19
S|DOTAL|044129167|0078151111|BESIR|044316945|0078205556|0|7|1151
S|BESIR|044316945|0078205556|UAAT|045121667|0078443333|7|7|4934
S|UAAT|045121667|0078443333|KONAT|045465000|0077801389|7|302|3404
S|KONAT|045465000|0077801389|AKIRA|045723056|0077308056|301|301|2586
S|AKIRA|045723056|0077308056|UDEKA|045881111|0077001667|301|301|1594
S|UDEKA|045881111|0077001667|EROMI|046209444|0076354722|301|301|3338
S|EROMI|046209444|0076354722|LASDO|046411945|0075947500|300|300|2080
S|LASDO|046411945|0075947500|BLH|046881111|0074981389|299|299|4874
S|BLH|046881111|0074981389|DONUR|047506111|0075010556|298|355|3752
